age,churn,contract,country,customer_id,dependents,deviceprotection,discount_offered,gender,internetservice,last_activity,monthlycharges,multiplelines,onlinebackup,onlinesecurity,paperlessbilling,partner,paymentmethod,phoneservice,product_category,purchase_amount,region,satisfaction_score,seniorcitizen,streamingmovies,streamingtv,support_tickets_raised,techsupport,tenure,totalcharges,transaction_date,transaction_id,user_name,industry
33,1,Month-to-month,,TEL_5186-SAMNZ,No,No,,Male,Fiber optic,,69.5,No,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,1,No,No,,No,1,69.5,,,,Telecom
21,0,Month-to-month,,TEL_0447-RXSGD,No,No,,Male,Fiber optic,,99.65,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,24,2404.85,,,,Telecom
34,0,Month-to-month,,TEL_4927-WWOOZ,No,Yes,,Male,Fiber optic,,91.45,Yes,No,No,Yes,Yes,Electronic check,Yes,,,,,0,No,Yes,,No,2,171.45,,,,Telecom
53,0,Two year,,TEL_5788-YPOEG,Yes,Yes,,Female,DSL,,84.75,No,Yes,Yes,No,Yes,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,34,2839.45,,,,Telecom
47,1,Month-to-month,,TEL_5373-SFODM,No,No,,Male,Fiber optic,,85.25,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,,,,,1,Yes,No,,No,36,3132.75,,,,Telecom
64,0,One year,,TEL_0661-KBKPA,Yes,Yes,,Male,DSL,,78.75,Yes,No,No,Yes,Yes,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,53,3942.45,,,,Telecom
68,0,Two year,,TEL_9081-WWXKP,Yes,No internet service,,Female,No,,20.25,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,47,873.4,,,,Telecom
63,0,Two year,,TEL_0784-ZQJZX,Yes,No internet service,,Male,No,,19.9,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,72,1529.65,,,,Telecom
53,0,Two year,,TEL_3133-PZNSR,Yes,No,,Male,Fiber optic,,97.75,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,No,,Yes,72,6991.6,,,,Telecom
36,1,Month-to-month,,TEL_5766-ZJYBB,No,No internet service,,Male,No,,19.4,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,1,19.4,,,,Telecom
42,1,Month-to-month,,TEL_8931-GJJIQ,No,No,,Female,Fiber optic,,83.3,Yes,No,No,Yes,No,Electronic check,Yes,,,,,0,Yes,No,,No,9,803.3,,,,Telecom
61,1,Month-to-month,,TEL_4277-PVRAN,No,No,,Female,Fiber optic,,80.1,No,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,No,Yes,,No,8,679.3,,,,Telecom
45,1,One year,,TEL_0022-TCJCI,No,Yes,,Male,DSL,,62.7,No,No,Yes,No,No,Credit card (automatic),Yes,,,,,1,Yes,No,,No,45,2791.5,,,,Telecom
60,0,Month-to-month,,TEL_0722-SVSFK,No,Yes,,Female,Fiber optic,,100.4,No,No,No,Yes,No,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,7,715,,,,Telecom
21,0,Two year,,TEL_3612-YVGSJ,No,No internet service,,Female,No,,24.45,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,71,1681.6,,,,Telecom
66,0,One year,,TEL_9825-YCXWZ,No,Yes,,Female,Fiber optic,,101.1,No,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,1,Yes,Yes,,Yes,41,4016.2,,,,Telecom
70,0,Two year,,TEL_5397-NSKQG,Yes,No,,Male,DSL,,50.9,No phone service,No,Yes,No,Yes,Credit card (automatic),No,,,,,0,Yes,Yes,,No,67,3281.65,,,,Telecom
54,0,One year,,TEL_8565-HBFNN,No,Yes,,Male,Fiber optic,,107.2,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,No,,Yes,69,7317.1,,,,Telecom
45,0,Two year,,TEL_2000-DHJUY,No,Yes,,Female,DSL,,92.2,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,1,Yes,Yes,,Yes,70,6474.45,,,,Telecom
23,1,One year,,TEL_0203-HHYIJ,No,No internet service,,Male,No,,25.3,Yes,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,25,676.35,,,,Telecom
44,0,Two year,,TEL_8670-ERCJH,No,Yes,,Male,Fiber optic,,113.4,Yes,Yes,Yes,No,No,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,72,8164.1,,,,Telecom
51,0,Two year,,TEL_7758-UJWYS,Yes,No,,Male,DSL,,40.55,No phone service,No,No,Yes,Yes,Electronic check,No,,,,,0,No,Yes,,Yes,34,1325.85,,,,Telecom
24,0,Two year,,TEL_2050-ONYDQ,Yes,No internet service,,Female,No,,26.0,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,65,1654.85,,,,Telecom
48,0,Two year,,TEL_7055-JCGNI,No,Yes,,Female,Fiber optic,,111.95,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,70,7795.95,,,,Telecom
49,0,Two year,,TEL_0739-UUAJR,Yes,Yes,,Female,DSL,,53.8,No phone service,No,Yes,Yes,Yes,Credit card (automatic),No,,,,,0,Yes,Yes,,No,72,3952.45,,,,Telecom
46,0,One year,,TEL_4826-DXMUP,Yes,No,,Male,DSL,,72.1,No,No,No,Yes,No,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,35,2495.15,,,,Telecom
55,1,Month-to-month,,TEL_0952-KMEEH,No,No,,Male,Fiber optic,,98.15,Yes,No,Yes,No,No,Mailed check,Yes,,,,,0,Yes,Yes,,No,13,1230.25,,,,Telecom
25,0,One year,,TEL_7285-KLOTR,No,Yes,,Female,DSL,,78.85,Yes,No,Yes,No,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,No,12,876.75,,,,Telecom
51,0,One year,,TEL_0654-PQKDW,Yes,Yes,,Female,DSL,,70.75,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No,Yes,,Yes,62,4263.45,,,,Telecom
33,0,Month-to-month,,TEL_7175-NTIXE,No,No,,Female,DSL,,76.15,No,No,Yes,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,25,1992.95,,,,Telecom
65,0,Two year,,TEL_7963-SHNDT,No,No,,Female,DSL,,39.1,No phone service,Yes,Yes,No,No,Mailed check,No,,,,,0,No,No,,Yes,52,1982.1,,,,Telecom
52,0,Month-to-month,,TEL_9796-BPKIW,No,No,,Male,Fiber optic,,69.95,No,No,No,Yes,No,Credit card (automatic),Yes,,,,,1,No,No,,No,8,562.7,,,,Telecom
49,0,Month-to-month,,TEL_0188-GWFLE,No,No internet service,,Male,No,,20.05,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,2,33.7,,,,Telecom
55,0,Two year,,TEL_8129-GMVGI,Yes,No internet service,,Female,No,,20.05,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,56,1090.1,,,,Telecom
24,0,Month-to-month,,TEL_2882-DDZPG,No,No internet service,,Female,No,,19.45,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,12,227.45,,,,Telecom
69,0,One year,,TEL_3547-LQRIK,No,No internet service,,Female,No,,26.9,Yes,No internet service,No internet service,No,Yes,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,47,1250.85,,,,Telecom
68,0,Month-to-month,,TEL_9137-NOQKA,No,No internet service,,Male,No,,19.2,No,No internet service,No internet service,No,No,Electronic check,Yes,,,,,1,No internet service,No internet service,,No internet service,2,37.2,,,,Telecom
33,0,Month-to-month,,TEL_5843-TTHGI,No,Yes,,Female,DSL,,50.0,No,No,No,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,18,892.7,,,,Telecom
53,0,Month-to-month,,TEL_1849-RJYIG,No,No,,Female,DSL,,60.0,No,No,Yes,Yes,No,Electronic check,Yes,,,,,0,No,Yes,,No,8,487.75,,,,Telecom
68,0,Month-to-month,,TEL_8868-GAGIO,No,Yes,,Male,Fiber optic,,84.55,Yes,No,Yes,Yes,Yes,Mailed check,Yes,,,,,0,No,No,,No,45,3713.95,,,,Telecom
64,0,Month-to-month,,TEL_4061-UKJWL,No,No,,Male,DSL,,45.45,No,No,No,No,No,Mailed check,Yes,,,,,0,No,No,,No,3,141.7,,,,Telecom
30,0,One year,,TEL_5380-XPJNZ,No,No internet service,,Female,No,,20.05,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,38,678.2,,,,Telecom
23,0,Two year,,TEL_8263-QMNTJ,No,Yes,,Male,Fiber optic,,115.55,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,72,8425.3,,,,Telecom
68,1,Month-to-month,,TEL_8178-EYZUO,No,No,,Male,Fiber optic,,93.7,Yes,Yes,Yes,Yes,No,Electronic check,Yes,,,,,0,Yes,No,,No,46,4154.8,,,,Telecom
44,0,Two year,,TEL_3230-JCNZS,Yes,Yes,,Female,Fiber optic,,99.0,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,Yes,,No,71,7061.65,,,,Telecom
50,0,Two year,,TEL_0277-ORXQS,Yes,No,,Male,DSL,,50.55,No phone service,No,No,No,Yes,Bank transfer (automatic),No,,,,,0,Yes,Yes,,Yes,66,3364.55,,,,Telecom
69,1,Month-to-month,,TEL_5130-IEKQT,No,Yes,,Male,Fiber optic,,105.95,Yes,Yes,No,No,No,Mailed check,Yes,,,,,1,Yes,Yes,,No,25,2655.25,,,,Telecom
66,1,One year,,TEL_3230-WYKIR,No,Yes,,Male,DSL,,82.0,Yes,No,No,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,18,1425.45,,,,Telecom
47,0,Two year,,TEL_7996-BPXHY,Yes,No internet service,,Female,No,,25.0,Yes,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,13,332.5,,,,Telecom
37,0,Two year,,TEL_3227-WLKLI,Yes,Yes,,Female,DSL,,91.55,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,65,5963.95,,,,Telecom
56,1,Month-to-month,,TEL_0407-BDJKB,No,Yes,,Male,Fiber optic,,95.75,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,No,Yes,,No,60,5742.9,,,,Telecom
40,0,Two year,,TEL_2266-FUBDZ,Yes,No internet service,,Male,No,,19.35,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,15,278.85,,,,Telecom
68,0,Two year,,TEL_8237-ULIXL,No,No internet service,,Female,No,,24.85,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,72,1871.85,,,,Telecom
51,1,Month-to-month,,TEL_9600-UDOPK,No,No,,Male,Fiber optic,,94.05,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,No,30,2866.45,,,,Telecom
34,0,Two year,,TEL_8216-AZUUZ,Yes,Yes,,Female,Fiber optic,,100.4,No,No,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,42,4303.65,,,,Telecom
62,0,Two year,,TEL_9153-BTBVV,No,No internet service,,Female,No,,25.0,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,71,1753,,,,Telecom
22,1,Month-to-month,,TEL_4074-SJFFA,No,No,,Female,DSL,,54.75,No,No,No,Yes,No,Mailed check,Yes,,,,,0,Yes,No,,No,1,54.75,,,,Telecom
24,1,Month-to-month,,TEL_3269-ATYWD,No,No,,Male,Fiber optic,,95.65,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,1,Yes,Yes,,No,39,3759.05,,,,Telecom
39,0,Month-to-month,,TEL_5186-PEIZU,No,No internet service,,Female,No,,19.25,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,35,617.65,,,,Telecom
56,0,Month-to-month,,TEL_1074-AMIOH,Yes,Yes,,Female,Fiber optic,,108.25,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,53,5935.1,,,,Telecom
44,1,Month-to-month,,TEL_4910-GMJOT,No,No,,Female,Fiber optic,,94.6,Yes,No,No,Yes,No,Electronic check,Yes,,,,,0,Yes,Yes,,No,1,94.6,,,,Telecom
20,1,Month-to-month,,TEL_0354-WYROK,Yes,Yes,,Female,Fiber optic,,98.9,No,No,No,Yes,Yes,Electronic check,Yes,,,,,1,Yes,Yes,,Yes,31,2911.3,,,,Telecom
57,0,Two year,,TEL_4361-FEBGN,No,No internet service,,Male,No,,20.15,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,48,982.95,,,,Telecom
45,0,Month-to-month,,TEL_7748-UMTRK,Yes,No,,Female,Fiber optic,,101.3,Yes,No,No,Yes,No,Electronic check,Yes,,,,,1,Yes,Yes,,Yes,30,2974.5,,,,Telecom
61,0,Month-to-month,,TEL_0380-ZCSBI,No,No internet service,,Male,No,,20.0,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,10,198.7,,,,Telecom
38,0,Month-to-month,,TEL_7145-FEJWU,Yes,Yes,,Female,Fiber optic,,105.3,Yes,Yes,No,Yes,No,Electronic check,Yes,,,,,0,Yes,Yes,,No,12,1275.65,,,,Telecom
31,0,Two year,,TEL_6463-MVYRY,No,Yes,,Female,DSL,,69.85,No,No,Yes,No,No,Bank transfer (automatic),Yes,,,,,1,No,Yes,,Yes,57,4003,,,,Telecom
58,0,Month-to-month,,TEL_3969-JQABI,No,No,,Female,DSL,,65.25,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,Yes,,No,58,3791.6,,,,Telecom
66,0,Two year,,TEL_9624-EGDEQ,No,No internet service,,Female,No,,19.8,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,37,813.3,,,,Telecom
48,0,Month-to-month,,TEL_1051-EQPZR,Yes,No internet service,,Female,No,,19.6,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,44,780.25,,,,Telecom
61,0,One year,,TEL_5849-ASHZJ,Yes,No internet service,,Male,No,,20.05,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,27,552.9,,,,Telecom
36,0,Month-to-month,,TEL_5780-INQIK,No,No,,Female,DSL,,49.4,No,No,No,No,No,Electronic check,Yes,,,,,0,No,No,,Yes,8,408.25,,,,Telecom
69,1,Month-to-month,,TEL_7576-OYWBN,No,No,,Male,Fiber optic,,76.05,Yes,No,No,Yes,No,Electronic check,Yes,,,,,1,No,No,,No,3,231.8,,,,Telecom
64,0,Month-to-month,,TEL_4526-ZJJTM,No,Yes,,Female,Fiber optic,,88.4,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,,,,,1,Yes,No,,No,25,2191.15,,,,Telecom
64,0,Month-to-month,,TEL_8384-FZBJK,Yes,No,,Female,Fiber optic,,100.6,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,No,57,5611.7,,,,Telecom
64,0,Month-to-month,,TEL_3750-RNQKR,No,No internet service,,Female,No,,19.45,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,12,246.25,,,,Telecom
33,0,Two year,,TEL_0962-CQPWQ,Yes,No internet service,,Female,No,,20.3,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,62,1296.15,,,,Telecom
58,0,Two year,,TEL_3096-YXENJ,No,Yes,,Female,Fiber optic,,107.65,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,65,7082.85,,,,Telecom
28,0,Two year,,TEL_1265-BCFEO,No,Yes,,Female,DSL,,80.45,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,71,5662.25,,,,Telecom
49,0,One year,,TEL_5837-LXSDN,Yes,No,,Female,DSL,,58.85,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,Yes,,No,21,1215.45,,,,Telecom
70,0,One year,,TEL_5945-AZYHT,No,Yes,,Male,Fiber optic,,109.6,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,No,71,7854.15,,,,Telecom
29,0,Month-to-month,,TEL_8325-QRPZR,No,Yes,,Female,Fiber optic,,75.15,No,No,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,7,525,,,,Telecom
24,0,Two year,,TEL_6384-VMJHP,No,Yes,,Female,DSL,,73.0,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,No,,Yes,72,5265.2,,,,Telecom
29,0,Month-to-month,,TEL_2262-SLNVK,No,No,,Female,Fiber optic,,70.1,No,No,No,No,No,Electronic check,Yes,,,,,0,No,No,,No,1,70.1,,,,Telecom
53,0,Two year,,TEL_7730-CLDSV,Yes,Yes,,Female,Fiber optic,,98.65,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,No,,Yes,72,7129.45,,,,Telecom
50,0,One year,,TEL_1135-HIORI,Yes,Yes,,Female,Fiber optic,,111.45,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,64,7266.95,,,,Telecom
25,0,Two year,,TEL_0164-APGRB,No,Yes,,Female,Fiber optic,,114.9,Yes,Yes,Yes,Yes,No,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,72,8496.7,,,,Telecom
23,0,Month-to-month,,TEL_6481-ESCNL,No,Yes,,Female,Fiber optic,,100.55,Yes,No,No,No,No,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,29,2878.75,,,,Telecom
53,0,Two year,,TEL_1790-NESIO,No,No internet service,,Female,No,,20.4,No,No internet service,No internet service,Yes,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,13,261.3,,,,Telecom
68,0,Month-to-month,,TEL_1550-EENBN,No,No,,Female,Fiber optic,,104.35,Yes,Yes,Yes,No,No,Electronic check,Yes,,,,,0,Yes,Yes,,No,31,3205.6,,,,Telecom
70,1,Month-to-month,,TEL_5539-TMZLF,No,No,,Male,Fiber optic,,69.75,No,No,No,Yes,No,Electronic check,Yes,,,,,1,No,No,,No,1,69.75,,,,Telecom
28,1,Month-to-month,,TEL_4323-SADQS,Yes,No,,Male,DSL,,34.5,No phone service,No,Yes,Yes,Yes,Electronic check,No,,,,,0,No,No,,Yes,7,279.25,,,,Telecom
20,1,Month-to-month,,TEL_4446-BZKHU,No,Yes,,Male,Fiber optic,,105.55,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,No,61,6281.45,,,,Telecom
58,1,Month-to-month,,TEL_5202-IVJNU,Yes,Yes,,Female,DSL,,30.1,No phone service,No,No,No,No,Credit card (automatic),No,,,,,0,No,No,,No,39,1131.3,,,,Telecom
47,1,Month-to-month,,TEL_5976-JCJRH,No,No,,Male,Fiber optic,,70.3,No,No,No,Yes,Yes,Electronic check,Yes,,,,,0,No,No,,No,10,738.2,,,,Telecom
57,0,Month-to-month,,TEL_8198-RKSZG,Yes,No,,Female,DSL,,80.45,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,14,1137.05,,,,Telecom
62,1,Month-to-month,,TEL_0137-OCGAB,No,No,,Female,Fiber optic,,80.2,Yes,Yes,No,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,1,80.2,,,,Telecom
41,1,One year,,TEL_3351-NQLDI,Yes,No,,Female,Fiber optic,,94.35,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,No,,Yes,67,6341.45,,,,Telecom
70,0,Two year,,TEL_9297-EONCV,No,Yes,,Female,DSL,,91.35,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,72,6697.2,,,,Telecom
57,1,Month-to-month,,TEL_7593-JNWRU,Yes,No,,Male,DSL,,44.6,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No,No,,No,6,260.8,,,,Telecom
23,1,Month-to-month,,TEL_4588-YBNIB,No,No internet service,,Female,No,,19.6,No,No internet service,No internet service,Yes,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,1,19.6,,,,Telecom
46,0,One year,,TEL_1069-QJOEE,Yes,No internet service,,Male,No,,19.9,No,No internet service,No internet service,No,Yes,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,25,505.45,,,,Telecom
63,1,Month-to-month,,TEL_3336-JORSO,No,Yes,,Female,Fiber optic,,110.45,Yes,Yes,No,Yes,No,Electronic check,Yes,,,,,1,Yes,Yes,,Yes,33,3655.45,,,,Telecom
43,0,Month-to-month,,TEL_7799-DSEWS,No,Yes,,Male,DSL,,68.35,No,No,Yes,Yes,No,Electronic check,Yes,,,,,0,No,Yes,,Yes,18,1299.8,,,,Telecom
50,0,Two year,,TEL_8766-PAFNE,No,Yes,,Male,DSL,,79.1,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,71,5564.85,,,,Telecom
40,0,One year,,TEL_5315-CKEQK,Yes,No,,Male,DSL,,51.0,Yes,No,No,Yes,Yes,Electronic check,Yes,,,,,1,No,No,,No,28,1381.8,,,,Telecom
53,0,Month-to-month,,TEL_3130-ICDUP,Yes,No,,Female,Fiber optic,,80.55,Yes,No,Yes,No,No,Credit card (automatic),Yes,,,,,0,No,No,,No,2,188.1,,,,Telecom
66,0,Month-to-month,,TEL_0820-FNRNX,Yes,Yes,,Male,DSL,,66.7,Yes,Yes,No,Yes,Yes,Mailed check,Yes,,,,,0,No,No,,Yes,17,1077.05,,,,Telecom
49,0,Month-to-month,,TEL_0880-FVFWF,No,No,,Male,Fiber optic,,86.4,Yes,Yes,Yes,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,56,4922.4,,,,Telecom
26,0,One year,,TEL_4611-ANLQC,No,Yes,,Female,DSL,,50.05,No phone service,Yes,Yes,No,Yes,Electronic check,No,,,,,0,Yes,No,,No,60,2911.5,,,,Telecom
65,0,Two year,,TEL_4213-HKBJO,No,No internet service,,Female,No,,25.7,Yes,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,33,826.1,,,,Telecom
54,0,Month-to-month,,TEL_2792-LSHWX,No,No,,Female,Fiber optic,,83.4,No,Yes,Yes,Yes,No,Mailed check,Yes,,,,,0,No,No,,Yes,1,83.4,,,,Telecom
63,1,Month-to-month,,TEL_5028-GZLDO,No,No,,Male,Fiber optic,,70.7,No,No,No,No,No,Credit card (automatic),Yes,,,,,0,No,No,,No,2,140.7,,,,Telecom
39,0,Two year,,TEL_0014-BMAQU,No,No,,Male,Fiber optic,,84.65,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,No,,Yes,63,5377.8,,,,Telecom
28,1,Month-to-month,,TEL_6861-XWTWQ,No,Yes,,Male,Fiber optic,,99.25,Yes,No,No,Yes,Yes,Electronic check,Yes,,,,,1,Yes,Yes,,No,7,665.45,,,,Telecom
40,0,Two year,,TEL_9018-PCIOK,No,Yes,,Female,DSL,,64.75,No,Yes,No,Yes,No,Mailed check,Yes,,,,,0,Yes,No,,No,55,3617.1,,,,Telecom
48,0,One year,,TEL_4837-QUSFT,No,No,,Female,Fiber optic,,100.15,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No,Yes,,Yes,65,6643.5,,,,Telecom
21,1,Month-to-month,,TEL_6877-TJMBR,No,No,,Male,Fiber optic,,84.8,No,No,No,Yes,Yes,Electronic check,Yes,,,,,0,No,Yes,,Yes,1,84.8,,,,Telecom
49,0,Two year,,TEL_9953-ZMKSM,No,No internet service,,Male,No,,25.25,Yes,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,63,1559.3,,,,Telecom
42,0,Two year,,TEL_0907-HQNTS,No,Yes,,Female,Fiber optic,,113.0,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,1,Yes,Yes,,Yes,70,7987.6,,,,Telecom
47,0,Two year,,TEL_7665-NKLAV,Yes,Yes,,Female,DSL,,40.65,No phone service,No,Yes,No,Yes,Credit card (automatic),No,,,,,0,No,No,,Yes,36,1547.35,,,,Telecom
50,1,One year,,TEL_6769-DCQLI,No,Yes,,Male,Fiber optic,,105.0,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,52,5426.85,,,,Telecom
31,1,Month-to-month,,TEL_2433-KMEAS,No,No,,Male,DSL,,54.45,Yes,No,Yes,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,22,1127.35,,,,Telecom
70,0,Month-to-month,,TEL_4391-LNRXK,No,Yes,,Male,Fiber optic,,94.95,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,Yes,No,,Yes,22,2142.8,,,,Telecom
62,0,Month-to-month,,TEL_8250-ZNGGW,No,No,,Female,DSL,,59.9,No,Yes,Yes,No,No,Credit card (automatic),Yes,,,,,1,No,No,,Yes,5,287.85,,,,Telecom
32,1,Month-to-month,,TEL_2195-ZRVAX,No,Yes,,Female,Fiber optic,,85.3,No,No,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,No,,No,47,4045.65,,,,Telecom
51,1,Month-to-month,,TEL_3550-SAHFP,No,No,,Female,Fiber optic,,83.35,Yes,No,No,Yes,No,Electronic check,Yes,,,,,0,Yes,No,,No,33,2757.85,,,,Telecom
31,1,Month-to-month,,TEL_2011-TRQYE,No,Yes,,Male,DSL,,33.5,No phone service,Yes,No,Yes,No,Credit card (automatic),No,,,,,0,No,No,,No,18,600,,,,Telecom
22,0,Month-to-month,,TEL_8562-GHPPI,No,No internet service,,Female,No,,19.8,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,1,19.8,,,,Telecom
69,0,Two year,,TEL_5893-PYOLZ,No,Yes,,Male,DSL,,81.8,No,Yes,No,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,56,4534.45,,,,Telecom
52,0,Month-to-month,,TEL_4986-MXSFP,No,No internet service,,Female,No,,20.0,No,No internet service,No internet service,Yes,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,2,40.9,,,,Telecom
46,0,Month-to-month,,TEL_6131-FOYAS,No,Yes,,Male,DSL,,59.6,Yes,No,Yes,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,35,2094.9,,,,Telecom
28,0,Two year,,TEL_3027-YNWZU,No,No internet service,,Female,No,,25.0,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,64,1584.8,,,,Telecom
